,Marital status,Application mode,Application order,Daytime/evening attendance	,Previous qualification,Mother's qualification,Admission grade,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),GDP
2487,1,18,2,1,1,19,128.9,1,0,1,0,1,19,7,8,6,12.648333333333332,8,9,8,12.205555555555556,2.02
740,1,17,1,1,1,19,124.4,0,0,1,0,1,19,6,6,6,13.0,6,6,6,14.0,0.79
3075,1,43,4,1,6,37,129.8,1,0,1,0,0,20,7,7,6,14.85,7,7,6,14.85,0.32
3107,1,18,1,1,1,19,116.1,1,1,0,1,0,24,5,8,0,0.0,5,5,0,0.0,-3.12
201,1,39,1,1,1,37,122.7,0,0,0,0,0,25,5,5,0,0.0,5,9,0,0.0,1.74
1610,1,1,4,1,1,1,122.6,1,0,1,0,1,18,6,7,6,12.285714285714286,6,6,6,12.0,3.51
1752,1,1,1,1,1,1,122.4,0,1,1,0,0,19,5,10,5,10.875,5,8,4,12.4,0.79
958,1,1,3,1,1,1,120.5,1,0,1,0,0,19,8,11,7,13.258571428571427,8,11,7,13.258571428571427,1.74
468,1,1,1,1,1,38,124.8,1,0,1,1,0,22,5,9,0,0.0,5,5,1,12.0,0.32
831,1,17,6,1,1,37,133.5,1,0,1,0,1,18,8,8,7,15.228571428571428,8,8,7,15.228571428571428,-1.7
45,2,7,1,1,3,1,130.0,0,0,1,0,0,39,6,10,0,0.0,6,6,0,0.0,1.79
3441,1,17,6,1,1,1,140.5,1,0,1,0,0,19,6,7,6,13.0,6,9,6,13.714285714285714,0.32
2305,2,7,1,0,3,37,130.0,0,0,1,0,0,30,10,11,9,12.666666666666666,7,7,7,12.428571428571429,0.32
1342,1,44,1,0,39,37,130.0,1,0,1,1,0,32,6,9,4,12.5,7,7,4,11.0,-3.12
1826,1,1,3,1,1,1,129.3,1,0,1,1,0,18,8,8,7,13.1,8,8,7,13.1,-1.7
2914,1,1,1,1,1,2,140.7,1,0,1,1,0,20,5,5,5,12.6,5,6,4,14.5,0.32
720,1,1,2,1,1,19,121.4,0,0,1,1,0,19,5,7,3,12.333333333333334,5,5,5,11.6,-3.12
1839,1,1,1,1,1,3,110.1,1,0,1,1,0,19,6,9,5,13.333333333333334,6,6,5,13.0,1.79
2662,1,17,5,1,1,1,122.2,1,0,1,0,1,20,6,7,6,15.428571428571429,6,7,6,13.5,0.79
2688,5,7,1,1,40,37,110.0,0,0,1,0,0,23,15,15,13,10.923076923076923,10,10,7,11.142857142857142,-4.06
419,2,39,1,0,1,34,101.8,0,0,0,0,0,32,5,5,0,0.0,5,10,0,0.0,1.74
2037,1,1,2,1,1,19,127.8,1,0,1,1,0,23,5,7,3,10.666666666666666,5,7,3,11.333333333333334,-3.12
1789,1,17,4,1,1,1,127.6,1,0,1,0,0,23,7,7,6,13.796666666666669,8,11,7,13.775,1.79
1184,1,39,1,1,1,38,120.0,0,0,1,0,0,24,6,9,6,12.571428571428571,6,10,5,12.833333333333334,2.02
1755,1,1,1,1,1,5,157.9,0,0,1,0,0,18,0,0,0,0.0,0,0,0,0.0,0.79
512,1,17,4,1,1,38,109.0,0,0,1,0,1,23,6,6,6,13.333333333333334,6,8,3,12.666666666666666,2.02
2352,4,39,1,0,19,37,134.5,0,0,1,0,1,47,6,8,5,12.2,6,10,4,11.25,1.79
24,1,51,1,1,1,42,130.0,1,0,1,1,0,20,6,7,6,12.833333333333334,6,9,4,13.4,3.51
231,1,42,1,1,1,37,113.7,0,0,1,0,0,20,6,8,5,11.0,6,10,3,10.666666666666666,-1.7
3605,1,1,4,1,1,38,166.0,1,0,1,0,0,18,8,8,8,14.88875,8,8,8,14.88875,-3.12
2936,1,39,1,0,1,3,119.0,0,0,1,1,0,39,9,10,9,13.22222222222222,7,8,7,13.142857142857142,3.51
2051,2,1,2,0,1,37,108.7,1,0,1,0,0,43,6,6,6,13.0,6,6,6,12.5,-3.12
2565,1,18,1,1,1,19,121.7,1,0,1,0,0,19,5,8,5,11.0,5,6,5,15.4,1.79
2348,2,39,1,0,12,37,110.7,1,0,1,0,0,50,5,0,0,0.0,5,0,0,0.0,0.32
715,1,42,1,0,1,19,113.7,0,0,1,1,0,30,15,15,13,11.461538461538462,11,15,10,11.583333333333334,-0.92
546,1,42,1,1,1,19,134.3,1,0,1,0,0,28,17,21,17,13.394736842105264,17,19,17,13.554736842105264,-0.92
1896,1,39,1,1,39,1,124.5,0,0,0,1,0,26,6,0,0,0.0,6,0,0,0.0,-0.92
558,1,18,4,1,1,1,166.6,0,1,0,0,1,20,5,8,5,14.4,5,6,5,14.0,-1.7
3056,1,43,1,1,1,1,129.6,0,0,1,1,0,23,7,10,6,12.733333333333334,8,10,7,11.95,-0.92
1797,1,44,1,1,39,1,140.0,0,0,1,0,0,21,6,9,6,13.142857142857142,6,9,6,12.166666666666666,0.79
1875,2,39,1,1,19,37,139.0,0,0,1,1,0,36,0,0,0,0.0,0,0,0,0.0,1.74
1780,1,42,1,1,1,1,134.0,0,0,1,0,0,21,13,21,11,13.272727272727272,11,13,9,13.0,0.32
1957,1,17,1,1,1,1,116.6,0,0,1,1,1,19,6,8,5,12.666666666666666,6,10,6,12.857142857142858,-0.92
2532,1,1,6,1,1,19,125.0,1,0,1,0,0,18,5,8,3,12.333333333333334,5,7,4,12.0,0.32
434,1,39,1,1,1,3,114.5,1,0,1,1,0,24,0,0,0,0.0,0,0,0,0.0,-3.12
2790,1,1,1,1,1,19,143.0,0,0,1,0,0,18,6,6,5,13.0,6,6,6,13.666666666666666,-1.7
1169,1,1,1,1,1,12,141.8,0,0,1,0,0,21,5,7,5,14.4,5,5,5,13.8,0.32
3593,1,39,1,0,1,37,133.9,0,0,1,0,0,30,5,7,5,11.4,5,6,5,13.666666666666666,1.74
361,1,1,5,1,1,9,133.0,1,0,1,0,0,19,6,0,0,0.0,6,0,0,0.0,0.32
2231,1,17,2,1,1,19,120.1,1,0,1,0,1,18,5,15,2,10.0,5,14,2,12.0,0.79
195,1,1,1,1,1,38,140.4,0,0,1,0,1,22,6,6,5,12.6,6,6,6,13.0,1.74
1410,1,39,1,1,19,19,105.0,0,0,1,1,0,25,7,14,4,12.95,7,11,4,13.125,-4.06
2555,1,1,1,1,1,1,118.2,0,0,1,0,0,19,6,6,6,11.666666666666666,6,6,6,11.5,-1.7
3065,1,17,1,1,1,19,113.5,1,0,1,0,1,19,6,9,5,13.5,6,6,6,14.0,1.79
2792,1,17,2,1,1,3,155.1,1,0,1,0,0,18,0,0,0,0.0,0,0,0,0.0,0.79
60,1,17,4,1,1,1,120.3,1,1,1,1,1,19,6,6,6,13.666666666666666,6,6,6,13.333333333333334,3.51
1385,5,39,1,0,1,1,119.0,0,0,1,1,1,35,5,10,4,10.5,5,6,5,12.6,3.51
2167,1,1,1,1,1,38,133.4,1,0,1,1,1,20,6,8,6,12.0,6,8,6,11.5,0.79
1128,1,39,1,1,19,19,97.0,0,1,0,1,0,36,5,10,0,0.0,5,5,0,0.0,-4.06
1380,1,44,1,1,39,3,130.0,1,0,0,0,0,21,6,12,5,13.285714285714286,6,10,4,12.0,-0.92
423,2,18,2,1,1,37,120.4,0,1,0,0,0,39,6,0,0,0.0,6,0,0,0.0,-3.12
925,1,44,1,1,39,38,140.0,0,0,1,0,0,19,6,7,6,12.0,6,7,6,12.666666666666666,1.79
3361,1,43,1,0,1,37,135.5,0,1,0,0,0,29,5,15,2,13.25,5,12,3,12.6,-0.92
376,1,43,1,1,1,37,122.3,0,0,1,0,0,22,6,9,5,13.6,6,8,5,12.0,-1.7
3330,1,1,1,1,1,34,163.0,0,0,1,0,0,18,6,0,0,0.0,6,0,0,0.0,0.32
2368,1,18,6,1,1,3,129.0,1,0,1,0,0,21,8,8,7,12.414285714285716,8,8,7,12.414285714285716,-1.7
2273,1,1,2,1,1,19,121.7,1,0,1,0,1,21,6,9,5,12.333333333333334,6,7,5,11.8,0.79
1740,1,1,1,1,1,19,121.7,0,0,1,0,1,20,6,9,6,11.875,6,7,6,14.428571428571429,-0.92
1788,1,17,1,1,1,19,104.1,0,0,1,0,0,20,6,6,0,0.0,5,5,0,0.0,3.51
34,1,1,6,1,1,1,100.6,1,0,1,0,0,22,7,9,5,13.928,8,9,7,14.342857142857142,2.02
3319,1,1,3,1,1,1,153.6,1,0,1,0,1,18,6,7,6,15.666666666666666,6,8,6,15.285714285714286,3.51
1963,1,39,2,1,1,19,136.5,0,0,1,1,0,28,5,6,0,0.0,5,5,0,0.0,0.79
1792,1,17,1,1,1,38,137.8,1,0,1,0,1,18,8,8,7,14.962857142857144,8,8,7,14.962857142857144,1.74
2620,1,7,1,1,3,19,110.0,0,0,1,1,0,35,6,7,0,0.0,6,6,0,0.0,-0.92
1546,1,17,1,1,1,19,138.8,0,0,1,1,0,18,8,8,7,13.55714285714286,8,8,7,13.55714285714286,-1.7
1877,2,39,1,0,19,37,139.0,0,0,1,1,0,49,6,8,6,12.166666666666666,6,8,6,14.428571428571429,1.79
857,1,17,1,1,1,1,118.2,1,0,1,0,1,18,5,7,4,13.25,5,8,5,15.571428571428571,1.74
1430,2,39,1,1,1,37,145.4,0,1,1,1,0,40,5,11,3,10.666666666666666,5,5,2,12.5,-0.92
1263,1,17,1,1,1,19,101.3,1,0,1,1,0,20,6,12,4,12.8,6,17,0,0.0,1.79
2016,1,1,1,1,1,1,127.7,1,0,1,1,0,19,5,9,5,12.6,5,8,4,12.0,-1.7
3218,4,39,1,0,1,37,126.0,0,0,1,0,1,38,9,13,8,12.88888888888889,7,9,7,13.0,0.79
872,1,1,1,1,1,1,136.8,1,0,1,0,1,18,0,0,0,0.0,0,0,0,0.0,0.79
40,1,1,1,1,1,37,126.1,0,0,1,0,1,19,6,7,5,12.333333333333334,6,7,6,12.833333333333334,-1.7
1108,1,1,4,1,1,1,113.6,1,0,1,0,0,21,7,8,7,14.69625,8,9,8,14.622222222222224,1.79
1966,1,1,1,1,1,4,98.0,0,0,1,1,0,26,6,6,0,0.0,6,12,0,0.0,1.74
1212,1,1,2,1,1,1,113.4,1,0,1,1,1,19,5,5,0,0.0,5,5,0,0.0,2.02
1289,1,1,2,1,1,1,122.3,1,0,1,0,0,18,5,10,5,14.333333333333334,5,8,5,13.0,-3.12
2879,1,1,1,1,1,19,129.5,1,0,1,1,0,20,0,0,0,0.0,0,0,0,0.0,1.74
149,1,18,2,1,1,3,119.1,1,1,0,0,0,20,5,9,3,10.0,5,9,3,10.571428571428571,1.74
2224,1,43,1,1,1,3,150.0,1,0,1,0,0,21,6,10,6,12.0,6,12,5,12.8,0.79
950,1,1,6,1,1,38,125.1,1,0,1,0,0,18,7,11,7,13.37,8,13,7,12.833333333333334,-4.06
1874,2,1,4,0,1,34,128.0,1,0,1,1,0,37,6,0,0,0.0,6,0,0,0.0,-3.12
444,1,44,1,1,39,19,140.0,1,0,1,1,0,21,6,7,6,12.857142857142858,6,6,6,13.166666666666666,1.79
1504,1,17,2,1,1,37,126.3,1,0,1,0,1,18,5,8,5,11.8,5,10,5,11.6,-0.92
1170,1,17,5,1,1,38,130.6,1,0,1,0,1,18,7,8,7,13.15,8,9,8,15.06875,0.79
3241,1,1,1,1,1,37,122.6,0,0,1,0,0,18,5,5,5,13.0,5,5,5,12.4,0.32
255,1,51,1,1,1,19,122.0,0,1,0,0,0,18,5,6,2,12.5,5,6,4,10.25,-3.12
3454,1,17,2,1,1,1,115.6,1,0,1,0,0,19,6,6,6,13.333333333333334,6,6,6,14.666666666666666,1.79
2872,1,44,1,1,39,1,130.0,0,0,1,1,1,21,6,15,6,11.714285714285714,6,8,4,11.75,0.79
587,2,39,1,1,1,37,150.0,0,0,1,1,0,43,5,8,5,13.5,5,5,5,14.4,-3.12
2229,1,1,4,1,1,3,123.3,1,0,1,0,1,19,6,7,6,14.857142857142858,6,10,6,13.11111111111111,1.79
1680,1,1,4,1,1,38,128.4,1,0,1,0,1,18,6,6,6,12.5,6,6,6,11.666666666666666,1.74
3518,2,39,1,1,3,1,126.0,0,0,1,1,0,32,7,7,7,13.62857142857143,8,8,8,13.9125,0.79
289,1,1,1,1,1,19,135.1,1,0,1,0,0,18,6,7,6,13.5,6,8,6,12.5,-3.12
2800,1,1,1,1,1,38,126.9,1,0,1,0,1,19,7,7,7,13.285714285714286,7,7,7,14.428571428571429,2.02
417,1,1,1,1,1,5,146.2,0,0,1,0,0,18,5,12,4,13.0,5,6,5,14.0,-3.12
1296,1,17,6,1,1,1,126.6,1,0,1,0,1,19,6,8,6,13.625,6,7,6,12.166666666666666,-1.7
1784,1,1,2,1,1,3,111.0,0,0,1,0,0,21,6,8,5,13.2,6,9,5,14.333333333333334,-3.12
1241,1,39,1,1,19,1,100.0,0,1,1,1,0,24,7,21,0,0.0,7,7,0,0.0,-0.92
2513,1,17,3,1,1,19,107.5,1,0,1,0,1,18,6,11,4,12.25,6,10,4,11.0,-1.7
1927,1,17,5,1,1,38,116.9,1,1,1,1,0,20,5,5,4,14.5,6,8,3,13.333333333333334,2.02
2929,1,17,3,1,1,1,106.4,1,0,1,1,0,19,5,7,5,10.2,5,6,4,10.5,1.79
3331,1,17,4,1,1,38,107.4,1,0,1,0,1,19,6,6,6,12.166666666666666,6,6,6,12.166666666666666,1.79
1125,1,1,2,1,1,1,133.5,0,0,1,0,0,19,6,6,6,12.166666666666666,6,6,6,11.333333333333334,-1.7
1626,1,44,1,1,39,1,143.0,0,0,1,0,0,20,6,6,6,13.5,6,9,5,12.5,0.79
1024,1,1,1,1,1,19,112.3,0,0,1,0,1,22,6,10,5,10.714285714285714,6,10,5,12.2,-1.7
2275,1,1,1,1,1,34,129.2,1,1,0,0,0,20,6,12,3,10.333333333333334,6,14,1,11.0,1.74
1571,1,1,2,1,1,3,115.5,1,0,1,0,0,18,6,8,5,13.0,6,8,5,14.0,0.79
1995,1,39,2,0,1,19,102.5,0,0,0,1,0,27,5,10,0,0.0,5,5,0,0.0,-4.06
1315,1,17,4,1,1,3,155.6,1,0,1,1,0,19,0,0,0,0.0,0,0,0,0.0,-3.12
1452,1,39,1,1,1,1,161.5,0,0,1,1,0,36,6,7,6,15.285714285714286,6,6,6,16.5,1.74
384,1,43,6,1,1,34,125.2,0,0,1,0,1,23,16,18,16,13.0,13,15,13,13.266666666666667,-3.12
1805,1,1,3,1,1,38,142.0,1,0,1,0,0,19,6,8,6,12.666666666666666,6,7,6,12.714285714285714,-3.12
6,1,1,1,1,1,19,128.4,1,0,1,0,1,18,7,9,7,13.3,8,8,8,14.345,-4.06
647,1,5,3,1,1,37,159.1,0,1,1,0,1,18,5,5,5,14.4,5,5,5,14.0,0.32
1422,1,1,1,1,1,2,126.4,1,0,1,0,1,18,6,9,6,11.166666666666666,6,11,5,12.4,1.74
3327,2,1,1,1,1,1,135.5,0,0,1,0,0,18,8,8,7,13.9,8,8,7,13.9,-1.7
1589,1,17,2,1,1,19,118.0,1,0,1,0,0,18,6,9,5,11.0,6,9,4,11.25,3.51
563,1,17,3,1,1,38,128.8,1,0,1,1,0,18,7,8,7,11.8375,8,9,8,12.48125,0.79
1355,1,1,2,1,1,38,165.8,1,0,1,0,0,18,6,7,6,14.166666666666666,6,7,6,14.857142857142858,-3.12
1968,1,39,1,1,1,1,130.0,0,0,1,1,0,25,6,8,0,0.0,6,10,0,0.0,-0.92
395,1,1,1,1,1,3,113.2,0,0,1,0,0,18,7,10,6,11.98,8,11,7,13.225,-0.92
1913,2,39,1,0,1,37,140.0,1,0,1,1,0,31,5,8,1,11.0,5,5,1,13.0,-3.12
2024,1,1,1,1,1,3,165.7,1,0,1,1,0,18,0,0,0,0.0,0,0,0,0.0,-3.12
1697,1,1,1,1,1,1,130.5,1,0,1,0,1,21,5,6,5,12.8,5,7,4,11.25,-3.12
1382,1,17,4,1,1,1,128.5,1,0,1,0,0,18,7,7,6,12.766666666666666,7,7,6,12.766666666666666,0.32
2788,1,17,1,1,1,38,128.0,0,0,1,0,1,21,6,6,6,11.5,6,6,6,12.333333333333334,-3.12
1809,1,42,1,1,1,37,133.0,0,0,1,0,0,20,14,22,12,12.153846153846152,12,18,10,12.9,1.74
1017,2,39,1,0,19,19,121.7,0,1,0,0,0,31,5,7,0,0.0,5,7,0,0.0,-0.92
967,1,39,1,0,40,19,148.0,0,0,1,0,0,37,11,11,11,13.727272727272728,8,8,8,14.75,1.79
470,1,43,4,1,1,19,109.3,0,0,1,1,0,19,0,0,0,0.0,0,0,0,0.0,-3.12
165,1,17,2,1,1,19,116.5,0,0,1,0,1,18,6,11,5,11.142857142857142,6,11,4,11.25,-0.92
507,1,17,2,1,1,19,126.3,1,0,1,0,1,19,7,9,6,12.339999999999998,8,9,8,13.01875,2.02
3190,1,1,1,1,1,37,121.8,1,0,1,0,1,18,6,7,5,10.2,6,9,4,11.25,1.79
2088,1,18,1,1,1,38,121.7,1,0,1,0,1,18,5,7,4,11.5,5,5,5,12.4,1.74
706,1,39,1,1,1,38,122.9,0,1,0,1,0,25,6,7,3,14.0,6,9,2,14.5,0.79
3036,1,17,4,1,1,1,136.1,1,1,0,1,0,19,6,6,6,12.666666666666666,6,8,5,11.8,2.02
2933,1,44,1,1,39,19,150.0,1,0,1,1,0,21,6,12,5,13.625,6,6,5,12.6,0.79
1574,2,17,3,0,1,19,113.2,0,1,0,0,0,18,6,9,3,10.666666666666666,6,12,0,0.0,0.32
1145,1,7,1,1,3,1,130.0,0,0,0,1,0,23,7,7,3,13.666666666666666,8,8,3,11.333333333333334,1.74
2573,1,39,1,1,3,2,173.3,1,0,1,0,0,25,6,7,6,16.857142857142858,6,6,6,16.5,0.79
1357,1,17,2,0,1,37,123.8,0,0,1,0,0,20,6,8,5,12.0,6,8,6,11.0,1.74
2304,1,1,1,1,1,19,135.0,0,0,1,0,0,19,7,7,6,14.266666666666666,7,7,6,14.266666666666666,0.32
1569,1,1,6,1,1,19,126.8,1,0,1,0,0,18,8,8,7,12.944285714285714,8,8,7,12.944285714285714,1.74
3158,4,39,1,1,12,37,130.0,0,0,0,1,0,55,6,8,5,11.4,6,9,5,12.4,1.74
2293,1,1,3,1,1,19,135.6,1,0,1,0,0,20,6,7,6,16.714285714285715,6,6,6,15.333333333333334,0.79
631,2,39,1,0,1,37,162.5,0,0,1,1,0,54,9,9,9,14.333333333333334,7,7,7,13.857142857142858,3.51
882,1,53,1,1,42,1,128.3,0,1,0,0,0,23,9,12,7,13.571428571428571,9,14,4,13.25,3.51
2956,1,44,1,1,39,19,140.0,1,0,1,1,0,19,6,10,4,12.5,6,16,2,12.0,1.79
2099,1,1,1,0,1,38,118.7,0,0,1,0,0,19,6,6,6,12.5,6,6,6,11.5,-1.7
2019,1,39,1,1,1,37,110.2,0,0,1,1,0,55,6,6,6,14.5,6,6,6,13.5,2.02
2298,1,1,1,1,1,38,124.9,0,0,1,0,1,19,6,6,6,12.5,6,6,6,12.833333333333334,-1.7
450,1,1,5,1,1,12,122.5,1,0,1,1,0,19,5,12,3,12.0,5,10,3,12.0,1.79
223,1,1,1,1,1,37,126.2,1,0,1,0,1,19,6,6,6,13.0,6,8,6,12.5,1.74
903,1,1,2,1,1,19,123.7,1,0,1,0,1,18,6,8,6,12.714285714285714,6,8,6,12.625,0.79
1892,1,17,3,1,1,1,138.4,0,0,1,1,0,19,6,8,6,15.125,6,7,6,13.428571428571429,2.02
894,1,1,1,1,1,37,135.9,0,0,1,0,0,18,6,11,5,12.4,6,7,6,13.0,-3.12
2622,2,39,1,1,42,19,159.5,0,0,1,1,0,33,6,6,0,0.0,5,5,0,0.0,3.51
3612,1,17,3,1,1,1,124.8,1,0,1,1,1,19,7,11,6,12.4125,8,12,7,11.2625,-4.06
2693,1,17,2,1,1,1,124.4,1,0,1,0,0,20,7,8,7,12.728571428571428,8,8,8,14.625,-4.06
2812,1,1,3,1,1,1,134.3,1,0,1,0,0,18,8,8,7,14.2,8,8,7,14.2,-1.7
1941,1,17,4,1,1,3,119.6,1,0,1,1,0,18,6,8,6,13.625,6,7,6,14.285714285714286,2.02
203,1,7,1,1,3,19,130.0,0,0,1,0,0,23,8,8,8,13.22,8,8,8,13.22,-3.12
1804,1,17,1,1,1,1,134.9,0,0,1,0,0,18,7,7,7,13.642857142857142,8,11,8,14.772727272727272,-0.92
2836,1,1,2,1,1,38,125.0,1,0,1,0,1,19,7,7,6,12.9,7,7,6,12.9,0.32
610,1,39,1,0,1,1,123.0,0,0,1,1,0,27,5,8,4,11.5,5,9,3,10.333333333333334,-1.7
588,1,43,1,0,1,19,100.0,0,0,1,1,0,44,13,18,13,11.846153846153848,11,11,11,12.0,-1.7
602,2,39,2,1,1,19,140.0,0,0,1,1,0,34,5,10,3,11.666666666666666,5,7,4,12.75,-3.12
406,1,1,1,1,1,37,124.0,0,0,1,0,0,19,6,7,6,14.857142857142858,6,6,6,13.333333333333334,1.79
490,1,17,1,1,1,38,125.3,1,0,1,0,0,21,18,22,18,11.88888888888889,13,13,13,11.461538461538462,-4.06
1763,1,17,5,1,1,1,120.8,1,0,1,0,1,19,7,9,7,13.507142857142856,8,12,8,13.05,-0.92
1008,4,39,1,1,19,38,120.0,0,0,1,0,1,35,8,9,8,13.63,8,9,8,13.63,-3.12
131,1,17,5,1,1,12,123.3,1,0,1,0,0,21,6,13,4,11.5,6,10,3,11.0,1.74
254,1,1,1,1,1,19,154.4,0,0,1,0,1,18,7,9,7,15.116666666666667,8,9,8,16.168888888888887,-4.06
2830,1,17,1,1,1,37,109.3,0,0,0,0,0,22,5,9,2,10.0,5,11,1,10.0,-3.12
3362,1,1,1,1,1,1,145.0,0,0,1,0,0,18,7,7,6,13.861666666666666,8,16,0,0.0,1.79
2611,1,39,1,1,10,12,128.2,0,0,0,1,1,30,5,13,0,0.0,5,5,0,0.0,-3.12
1264,1,1,1,1,1,19,122.6,0,0,1,1,0,21,5,7,5,11.166666666666666,5,5,4,11.0,-3.12
2363,1,1,2,1,1,1,135.9,1,0,1,0,1,18,6,6,6,13.166666666666666,6,8,6,12.428571428571429,3.51
764,1,39,1,1,1,37,133.0,1,0,1,0,1,26,7,7,6,13.7,7,7,6,13.7,0.32
2187,2,39,1,0,1,37,168.2,0,0,1,1,0,45,5,6,5,14.0,5,6,5,14.166666666666666,1.79
2355,1,7,1,1,3,37,120.0,0,0,1,0,0,54,13,13,13,14.307692307692308,12,15,12,15.23076923076923,-4.06
1439,1,39,1,1,1,37,97.4,0,1,0,1,0,44,6,9,1,14.0,6,6,0,0.0,-1.7
1336,1,1,1,1,1,38,123.6,1,0,1,0,0,21,5,10,3,11.666666666666666,5,5,5,13.0,1.74
3553,1,17,1,1,1,37,130.0,1,0,1,0,0,23,0,0,0,0.0,0,0,0,0.0,2.02
1492,1,18,1,1,1,1,127.9,1,0,1,1,0,20,6,6,0,0.0,6,6,0,0.0,-3.12
1068,1,1,3,1,1,19,133.9,1,0,1,1,1,18,6,7,6,13.5,6,7,6,13.0,-0.92
1457,1,7,1,1,3,3,140.0,0,0,1,1,0,27,7,0,0,0.0,8,0,0,0.0,1.79
826,1,1,5,1,1,19,119.5,1,0,0,0,0,18,6,0,0,0.0,6,0,0,0.0,3.51
1604,1,17,1,1,1,1,125.6,1,0,1,0,0,18,5,8,4,11.0,5,8,3,14.0,-1.7
1307,1,1,1,1,1,37,149.2,1,0,1,1,1,21,6,6,6,13.5,6,6,6,14.166666666666666,-1.7
963,1,39,1,0,19,37,117.2,0,0,1,0,0,41,5,8,5,11.0,5,6,5,11.8,0.32
3302,4,39,1,0,1,37,140.0,0,0,1,0,1,43,6,6,0,0.0,5,5,0,0.0,3.51
1499,1,17,1,1,1,19,152.0,0,0,1,0,0,18,6,7,6,14.714285714285714,6,7,6,14.166666666666666,-1.7
842,1,51,1,1,1,3,121.8,0,0,1,0,1,19,11,11,11,13.181818181818182,11,11,11,12.909090909090908,2.02
2326,1,44,1,1,39,3,140.0,1,0,1,0,0,19,6,8,4,14.4,6,6,5,13.0,0.79
922,1,1,3,1,1,38,126.3,1,1,1,0,1,18,7,8,7,12.65,8,9,8,12.445555555555554,-4.06
2857,1,1,1,1,1,1,119.5,0,0,0,1,0,19,5,5,0,0.0,6,0,0,0.0,-3.12
1021,1,1,1,1,1,9,151.3,0,0,1,0,0,23,5,8,3,10.666666666666666,5,8,5,11.6,0.32
2601,1,39,1,1,1,38,100.0,1,0,1,0,1,25,7,11,5,12.58,7,9,6,12.157142857142857,3.51
1387,1,39,1,1,1,1,100.0,0,0,1,1,0,28,7,11,3,11.916666666666666,7,17,0,0.0,-0.92
3355,1,7,1,0,3,3,133.9,0,0,1,0,0,28,5,7,5,13.714285714285714,5,7,5,13.142857142857142,-0.92
2182,1,1,1,1,1,37,124.0,0,0,1,1,1,19,6,7,6,11.0,6,6,5,12.2,2.02
1883,2,42,1,1,1,37,115.8,0,0,0,1,0,49,5,5,0,0.0,5,9,0,0.0,1.74
733,1,39,1,1,1,37,133.3,0,0,0,0,0,32,0,0,0,0.0,0,0,0,0.0,-0.92
288,1,39,1,1,3,3,150.0,0,0,1,0,0,35,6,10,6,14.0,6,11,6,13.1,-0.92
2439,1,1,3,1,1,5,124.8,1,0,1,0,0,21,6,6,6,14.5,6,7,5,12.0,1.79
2150,1,44,1,1,1,1,143.4,0,0,1,0,1,21,6,6,6,14.833333333333334,6,7,6,12.571428571428571,0.79
1931,1,17,1,1,1,3,131.1,0,0,1,1,0,19,7,8,7,12.12142857142857,9,12,8,11.50625,1.79
125,1,17,2,1,1,1,127.4,1,0,1,0,1,18,6,8,6,12.25,6,7,6,11.857142857142858,-1.7
112,1,1,6,1,1,19,110.1,1,0,1,0,1,19,6,8,6,12.666666666666666,6,10,5,12.0,1.79
3527,1,17,6,1,1,37,110.4,1,0,1,1,0,25,15,15,13,10.76923076923077,14,15,12,11.833333333333334,0.32
2287,1,1,2,1,1,1,120.6,1,0,1,1,0,19,6,6,6,13.333333333333334,6,8,5,14.0,3.51
996,1,1,1,1,1,1,137.2,0,0,0,0,0,18,6,6,6,14.5,6,6,6,15.166666666666666,1.74
879,1,1,1,1,1,1,120.0,0,0,1,0,0,19,7,7,6,14.566666666666668,7,7,6,14.566666666666668,0.32
3002,1,42,1,1,1,3,122.0,1,0,1,0,0,20,8,11,6,12.491666666666667,8,11,6,12.491666666666667,-1.7
1166,2,39,1,1,19,37,123.0,0,0,1,0,0,31,7,13,6,11.833333333333334,7,8,7,12.228571428571428,1.79
1640,1,1,5,1,1,30,121.5,1,0,1,0,0,18,6,8,6,11.333333333333334,6,6,6,11.666666666666666,0.32
1162,1,17,1,1,1,1,127.1,1,0,1,0,0,19,6,7,6,12.857142857142858,6,7,6,13.666666666666666,0.79
2100,1,17,1,0,1,34,161.8,1,1,1,1,0,33,5,8,2,10.5,5,5,0,0.0,0.32
2905,1,17,4,1,1,19,131.5,1,0,1,1,1,18,7,8,7,12.5125,8,8,8,14.1875,0.79
787,1,17,4,1,1,1,125.4,1,0,1,1,0,19,5,6,3,13.333333333333334,5,5,1,11.0,0.32
2419,1,7,1,1,3,37,130.0,0,0,1,0,0,36,7,7,0,0.0,7,7,0,0.0,-0.92
2049,1,39,1,1,19,37,128.0,1,0,1,1,0,28,6,7,6,13.166666666666666,6,6,6,13.666666666666666,0.32
2884,2,42,1,1,1,2,130.0,1,0,1,1,0,22,6,13,4,11.5,6,12,2,12.5,0.32
1093,1,18,1,1,1,37,126.0,1,0,1,0,0,18,8,8,7,13.314285714285717,8,8,7,13.314285714285717,-1.7
2667,1,43,1,1,6,1,123.3,1,0,1,0,1,21,5,7,0,0.0,5,5,0,0.0,0.32
